1050 ,0.733407
1052 ,0.732463
1054 ,0.732409
1056 ,0.732398
1058 ,0.731649
1060 ,0.729921
1062 ,0.729591
1064 ,0.729052
1066 ,0.729133
1068 ,0.728870
1070 ,0.728300
1072 ,0.727152
1074 ,0.727019
1076 ,0.727275
1078 ,0.727403
1080 ,0.727335
1082 ,0.727710
1084 ,0.728768
1086 ,0.729200
1088 ,0.729875
1090 ,0.731554
1092 ,0.732951
1094 ,0.735242
1096 ,0.737462
1098 ,0.739425
1100 ,0.740724
1102 ,0.742606
1104 ,0.743952
1106 ,0.745981
1108 ,0.747859
1110 ,0.750034
1112 ,0.751903
1114 ,0.753602
1116 ,0.755360
1118 ,0.757092
1120 ,0.759046
1122 ,0.762707
1124 ,0.766566
1126 ,0.770031
1128 ,0.774829
1130 ,0.779786
1132 ,0.786644
1134 ,0.794767
1136 ,0.803040
1138 ,0.811524
1140 ,0.820483
1142 ,0.831109
1144 ,0.841109
1146 ,0.851260
1148 ,0.861777
1150 ,0.871153
1152 ,0.880064
1154 ,0.888653
1156 ,0.897328
1158 ,0.906172
1160 ,0.914105
1162 ,0.922118
1164 ,0.928988
1166 ,0.934557
1168 ,0.941432
1170 ,0.945722
1172 ,0.952181
1174 ,0.957592
1176 ,0.961999
1178 ,0.966428
1180 ,0.972418
1182 ,0.977633
1184 ,0.983560
1186 ,0.989439
1188 ,0.994034
1190 ,0.997345
1192 ,1.001696
1194 ,1.004878
1196 ,1.008343
1198 ,1.011834
1200 ,1.014588
1202 ,1.018733
1204 ,1.020345
1206 ,1.023278
1208 ,1.025220
1210 ,1.025103
1212 ,1.024014
1214 ,1.021072
1216 ,1.016797
1218 ,1.010598
1220 ,1.002423
1222 ,0.993273
1224 ,0.984337
1226 ,0.974691
1228 ,0.966670
1230 ,0.957910
1232 ,0.951823
1234 ,0.945029
1236 ,0.938959
1238 ,0.934241
1240 ,0.929636
1242 ,0.925195
1244 ,0.921196
1246 ,0.917908
1248 ,0.915371
1250 ,0.912079
1252 ,0.911059
1254 ,0.909389
1256 ,0.907011
1258 ,0.905244
1260 ,0.903851
1262 ,0.904045
1264 ,0.903896
1266 ,0.903699
1268 ,0.900512
1270 ,0.901670
1272 ,0.901456
1274 ,0.902632
1276 ,0.901908
1278 ,0.903224
1280 ,0.903570
1282 ,0.903874
1284 ,0.904206
1286 ,0.904388
1288 ,0.905270
1290 ,0.906989
1292 ,0.908111
1294 ,0.909192
1296 ,0.909898
1298 ,0.911851
1300 ,0.913759
1302 ,0.915741
1304 ,0.917576
1306 ,0.919136
1308 ,0.921495
1310 ,0.923939
1312 ,0.926502
1314 ,0.930758
1316 ,0.934611
1318 ,0.937363
1320 ,0.941887
1322 ,0.946242
1324 ,0.950670
1326 ,0.955506
1328 ,0.961228
1330 ,0.967153
1332 ,0.972821
1334 ,0.978384
1336 ,0.984494
1338 ,0.991202
1340 ,0.997890
1342 ,1.003962
1344 ,1.010024
1346 ,1.016104
1348 ,1.023278
1350 ,1.030448
1352 ,1.037322
1354 ,1.043838
1356 ,1.050528
1358 ,1.057656
1360 ,1.064029
1362 ,1.071285
1364 ,1.079015
1366 ,1.086823
1368 ,1.094043
1370 ,1.103405
1372 ,1.114631
1374 ,1.126049
1376 ,1.139058
1378 ,1.152303
1380 ,1.165484
1382 ,1.182188
1384 ,1.200038
1386 ,1.220912
1388 ,1.241505
1390 ,1.263344
1392 ,1.284944
1394 ,1.305995
1396 ,1.327067
1398 ,1.347401
1400 ,1.367994
1402 ,1.385698
1404 ,1.401947
1406 ,1.419224
1408 ,1.434896
1410 ,1.450508
1412 ,1.464782
1414 ,1.476260
1416 ,1.482673
1418 ,1.493322
1420 ,1.500427
1422 ,1.508016
1424 ,1.517129
1426 ,1.523429
1428 ,1.527972
1430 ,1.533660
1432 ,1.537180
1434 ,1.544109
1436 ,1.545127
1438 ,1.550843
1440 ,1.553086
1442 ,1.555544
1444 ,1.559848
1446 ,1.559547
1448 ,1.562376
1450 ,1.564532
1452 ,1.564506
1454 ,1.568383
1456 ,1.568561
1458 ,1.568805
1460 ,1.568744
1462 ,1.569572
1464 ,1.570317
1466 ,1.570914
1468 ,1.567185
1470 ,1.563193
1472 ,1.564615
1474 ,1.561678
1476 ,1.560615
1478 ,1.556700
1480 ,1.555000
1482 ,1.553156
1484 ,1.549550
1486 ,1.547807
1488 ,1.543768
1490 ,1.541356
1492 ,1.536842
1494 ,1.532086
1496 ,1.524683
1498 ,1.524702
1500 ,1.518683
1502 ,1.516420
1504 ,1.514912
1506 ,1.511440
1508 ,1.506578
1510 ,1.498662
1512 ,1.496089
1514 ,1.486318
1516 ,1.481663
1518 ,1.478030
1520 ,1.470421
1522 ,1.469724
1524 ,1.463066
1526 ,1.461206
1528 ,1.455211
1530 ,1.452588
1532 ,1.446200
1534 ,1.443520
1536 ,1.438580
1538 ,1.433620
1540 ,1.432382
1542 ,1.425396
1544 ,1.421611
1546 ,1.416509
1548 ,1.413076
1550 ,1.408299
1552 ,1.406018
1554 ,1.400184
1556 ,1.396922
1558 ,1.396039
1560 ,1.391308
1562 ,1.388583
1564 ,1.384733
1566 ,1.379783
1568 ,1.375429
1570 ,1.374830
1572 ,1.373005
1574 ,1.374557
1576 ,1.366093
1578 ,1.360269
1580 ,1.358871
1582 ,1.353349
1584 ,1.349486
1586 ,1.344736
1588 ,1.342503
1590 ,1.336287
1592 ,1.332760
1594 ,1.327678
1596 ,1.327111
1598 ,1.324169
1600 ,1.320460
1602 ,1.319569
1604 ,1.313168
1606 ,1.309005
1608 ,1.307347
1610 ,1.305817
1612 ,1.304988
1614 ,1.302381
1616 ,1.299850
1618 ,1.296245
1620 ,1.294827
1622 ,1.295254
1624 ,1.293041
1626 ,1.294041
1628 ,1.292129
1630 ,1.292997
1632 ,1.284292
1634 ,1.285503
1636 ,1.278856
1638 ,1.276573
1640 ,1.278210
1642 ,1.280993
1644 ,1.279255
1646 ,1.280324
1648 ,1.279476
1650 ,1.281982
